日付,通貨,USD投機筋ロング,USD投機筋ショート,USD投機筋差,通貨.1,EUR投機筋ロング,EUR投機筋ショート,EUR投機筋差,通貨.2,JPY投機筋ロング,JPY投機筋ショート,JPY投機筋差,通貨.3,GBP投機筋ロング,GBP投機筋ショート,GBP投機筋差,通貨.4,AUD投機筋ロング,AUD投機筋ショート,AUD投機筋差,通貨.5,CHF投機筋ロング,CHF投機筋ショート,CHF投機筋差,通貨.6,CAD投機筋ロング,CAD投機筋ショート,CAD投機筋差,通貨.7,NZD投機筋ロング,NZD投機筋ショート,NZD投機筋差,USDJPY終値,EURUSD終値,GBPUSD終値,AUDUSD終値,USDCHF終値,USDCAD終値,NZDUSD終値,USDJPY8週間後up or down,EURUSD8週間後up or down,GBPUSD8週間後up or down,AUDUSD8週間後up or down,USDCHF8週間後up or down,USDCAD8週間後up or down,NZDUSD8週間後up or down
2015/6/30,USD,59112,7716,51396,EUR,65554,165589,-100035,JPY,45479,124301,-78822,GBP,53656,66415,-12759,AUD,54909,66940,-12031,CHF,9559,2704,6855,CAD,23105,46555,-23450,NZD,16949,33015,-16066,122.488,1.11436,1.57123,0.77059,0.93502,1.24908,0.67632,down,up,down,down,up,up,down
2015/6/23,USD,63696,11351,52345,EUR,67867,167173,-99306,JPY,39019,126736,-87717,GBP,51530,73724,-22194,AUD,56099,65151,-9052,CHF,9910,2838,7072,CAD,18270,35849,-17579,NZD,19661,33224,-13563,123.939,1.11676,1.57285,0.77341,0.93367,1.23248,0.68504,up,down,down,down,up,up,down
2015/6/16,USD,63980,10560,53420,EUR,82714,172071,-89357,JPY,64760,145424,-80664,GBP,33877,59311,-25434,AUD,65421,69469,-4048,CHF,8858,3500,5358,CAD,22484,34765,-12281,NZD,19382,28550,-9168,123.343,1.12464,1.56459,0.77494,0.93202,1.22911,0.69854,up,down,down,down,up,up,down
2015/6/9,USD,73453,10576,62877,EUR,52643,190617,-137974,JPY,42440,158726,-116286,GBP,31014,59291,-28277,AUD,65195,79222,-14027,CHF,13515,3386,10129,CAD,21004,34749,-13745,NZD,11097,22892,-11795,124.328,1.12817,1.53828,0.76893,0.93041,1.23341,0.71294,up,down,up,down,up,up,down
2015/6/2,USD,72455,12733,59722,EUR,49471,214983,-165512,JPY,46681,132374,-85693,GBP,32769,58427,-25658,AUD,63386,76642,-13256,CHF,12514,4155,8359,CAD,30095,31120,-1025,NZD,9432,19971,-10539,124.094,1.11498,1.53422,0.77709,0.93282,1.23993,0.71795,down,down,up,down,up,up,down
2015/5/26,USD,69694,17398,52296,EUR,44221,215961,-171740,JPY,50210,112434,-62224,GBP,34696,60235,-25539,AUD,65245,58823,6422,CHF,11202,2872,8330,CAD,30695,23362,7333,NZD,10426,15513,-5087,123.079,1.08715,1.53829,0.77338,0.95319,1.24325,0.72249,up,up,up,down,up,up,down
2015/5/19,USD,64375,10892,53483,EUR,38758,207097,-168339,JPY,63398,85403,-22005,GBP,41132,64494,-23362,AUD,65130,57807,7323,CHF,12114,2709,9405,CAD,25184,20836,4348,NZD,11192,13423,-2231,120.681,1.11488,1.5509,0.79133,0.93662,1.22304,0.73427,up,down,up,down,up,up,down
2015/5/12,USD,67303,11967,55336,EUR,43333,222309,-178976,JPY,37848,61441,-23593,GBP,37511,68280,-30769,AUD,59435,54948,4487,CHF,14778,4228,10550,CAD,29133,33115,-3982,NZD,14268,12498,1770,119.857,1.12125,1.56686,0.79751,0.92914,1.20167,0.73601,up,down,down,down,up,up,down
2015/5/5,USD,72708,13781,58927,EUR,50116,240243,-190127,JPY,41852,73035,-31183,GBP,34304,59062,-24758,AUD,59033,58407,626,CHF,14174,8843,5331,CAD,30028,40108,-10080,NZD,19585,10521,9064,119.837,1.11839,1.51796,0.79396,0.9263,1.20668,0.75548,up,down,up,down,up,up,down
2015/4/28,USD,78124,13540,64584,EUR,50734,248500,-197766,JPY,48721,54214,-5493,GBP,33239,67367,-34128,AUD,53753,81158,-27405,CHF,11144,9809,1335,CAD,33858,54767,-20909,NZD,18281,8101,10180,118.848,1.09795,1.53372,0.80225,0.9549,1.20311,0.77128,up,up,up,down,down,up,down
2015/4/21,USD,85893,14172,71721,EUR,46821,261466,-214645,JPY,51520,65968,-14448,GBP,34830,64111,-29281,AUD,55570,90233,-34663,CHF,11105,10770,335,CAD,33343,60394,-27051,NZD,18473,9985,8488,119.643,1.07346,1.4925,0.77093,0.95457,1.22776,0.76673,up,up,up,up,down,up,down
2015/4/14,USD,90489,14082,76407,EUR,45264,257611,-212347,JPY,54783,77853,-23070,GBP,33993,70038,-36045,AUD,55077,97510,-42433,CHF,12240,12070,170,CAD,23020,53598,-30578,NZD,17081,11078,6003,119.384,1.0654,1.47777,0.76236,0.97201,1.24838,0.75178,up,up,up,up,down,down,down
2015/4/7,USD,83404,10598,72806,EUR,39444,254702,-215258,JPY,53320,77769,-24449,GBP,37641,71942,-34301,AUD,55928,96209,-40281,CHF,12746,12626,120,CAD,22081,52100,-30019,NZD,16950,11172,5778,120.254,1.08133,1.48063,0.76316,0.96582,1.25039,0.74902,up,up,up,up,down,down,down
2015/3/31,USD,87260,14117,73143,EUR,41709,268269,-226560,JPY,44409,68333,-23924,GBP,35143,71773,-36630,AUD,55814,80170,-24356,CHF,13679,12973,706,CAD,18771,48389,-29618,NZD,16443,12412,4031,120.123,1.07307,1.48145,0.76052,0.9723,1.26843,0.74657,up,up,up,up,down,down,down
2015/3/24,USD,83434,12207,71227,EUR,50148,271111,-220963,JPY,39156,85061,-45905,GBP,35938,74495,-38557,AUD,52079,80447,-28368,CHF,12604,16559,-3955,CAD,19193,51849,-32656,NZD,12149,13015,-866,119.717,1.09181,1.48427,0.78734,0.95818,1.24976,0.76397,up,up,up,up,down,down,down
2015/3/17,USD,96554,16828,79726,EUR,56329,250103,-193774,JPY,44496,92550,-48054,GBP,47155,85006,-37851,AUD,63046,91853,-28807,CHF,18129,15894,2235,CAD,21001,53823,-32822,NZD,13117,14258,-1141,121.337,1.05956,1.47425,0.76208,1.00567,1.27855,0.73162,down,up,up,up,down,down,up
2015/3/10,USD,97139,15869,81270,EUR,61271,242344,-181073,JPY,32898,92285,-59387,GBP,48053,80644,-32591,AUD,15137,91988,-76851,CHF,7217,15597,-8380,CAD,22011,61041,-39030,NZD,13347,15827,-2480,121.148,1.06785,1.50521,0.76227,0.99926,1.26848,0.72697,down,up,up,up,down,down,up
2015/3/3,USD,85713,18495,67218,EUR,48467,220856,-172389,JPY,33944,86465,-52521,GBP,44563,71471,-26908,AUD,13652,75197,-61545,CHF,7027,13089,-6062,CAD,24332,63195,-38863,NZD,14597,15964,-1367,119.718,1.11746,1.53587,0.78142,0.96092,1.24938,0.75468,down,down,down,up,down,down,up
2015/2/24,USD,81571,13414,68157,EUR,45511,223247,-177736,JPY,31611,79123,-47512,GBP,46741,68611,-21870,AUD,15597,78751,-63154,CHF,5228,10313,-5085,CAD,22423,58668,-36245,NZD,11107,15437,-4330,118.957,1.13383,1.54503,0.78297,0.95033,1.24829,0.74894,up,down,down,down,up,down,up
2015/2/17,USD,76679,10617,66062,EUR,47175,232757,-185582,JPY,31269,80360,-49091,GBP,42999,71797,-28798,AUD,17230,71061,-53831,CHF,4740,10784,-6044,CAD,19998,52840,-32842,NZD,10021,15774,-5753,119.226,1.14108,1.53511,0.78169,0.93662,1.23864,0.75371,up,down,down,down,up,up,down
2015/2/10,USD,78694,9756,68938,EUR,47217,241858,-194641,JPY,25884,81008,-55124,GBP,36798,75401,-38603,AUD,12517,65699,-53182,CHF,5771,11257,-5486,CAD,21176,54509,-33333,NZD,9272,15472,-6200,119.409,1.13196,1.52521,0.77685,0.92612,1.25858,0.74008,up,down,down,down,up,down,up
2015/2/3,USD,88135,16529,71606,EUR,47719,244028,-196309,JPY,25586,85157,-59571,GBP,36220,78618,-42398,AUD,15969,72128,-56159,CHF,8383,13733,-5350,CAD,24553,51874,-27321,NZD,10537,15034,-4497,117.545,1.14792,1.51641,0.7789,0.9235,1.24134,0.73545,up,down,down,down,up,up,up
2015/1/27,USD,92250,21577,70673,EUR,50489,235234,-184745,JPY,26526,91184,-64658,GBP,38649,83989,-45340,AUD,16079,65022,-48943,CHF,8841,16214,-7373,CAD,28914,52877,-23963,NZD,11908,15567,-3659,117.862,1.13795,1.5196,0.79344,0.90245,1.23974,0.74488,up,down,down,down,up,up,up
2015/1/20,USD,97140,23972,73168,EUR,52047,232777,-180730,JPY,26525,104411,-77886,GBP,35319,81027,-45708,AUD,9828,56408,-46580,CHF,8226,18035,-9809,CAD,24238,53318,-29080,NZD,10941,12758,-1817,118.797,1.15474,1.5142,0.81701,0.87546,1.21106,0.76335,up,down,down,down,up,up,down
2015/1/13,USD,94682,22722,71960,EUR,50858,218709,-167851,JPY,25872,120497,-94625,GBP,41920,79060,-37140,AUD,14778,60143,-45365,CHF,4922,31366,-26444,CAD,27599,48778,-21179,NZD,8396,10172,-1776,117.914,1.17717,1.51574,0.8164,1.01994,1.19562,0.7736,up,down,down,down,down,up,down
2015/1/6,USD,97113,27327,69786,EUR,46016,207056,-161040,JPY,33160,123243,-90083,GBP,39156,64726,-25570,AUD,16981,65633,-48652,CHF,5547,29718,-24171,CAD,31275,48362,-17087,NZD,9865,10772,-907,118.37,1.1888,1.51492,0.80833,1.01001,1.18348,0.77587,up,down,up,down,down,up,down
